ID,Price,Manufacturer,Model,Prod. year,Category,Interior Type,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Pakistan,India,USA,Canada,UK,Turkey,Dubai ,SaudiArabia,Russia,China,Japan,Germany,France,,,,,
45775385,"$25,089 ",BMW,X5,2004,Jeep,Leather,Diesel,3,248000 km,6,Tiptronic,4x4,4,Left-hand drive,White,0,12,164,391,298,184,35,224,311,222,115,32,496,333,,,,,
45648656,"$2,038 ",MERCEDES-BENZ,ML 350,2011,Jeep,Leather,Diesel,3.5,186542 km,6,Automatic,4x4,4,Left-hand drive,White,12,129,215,393,158,113,74,7,371,36,296,251,573,180,,,,,
45771901,"$4,391 ",TOYOTA,Corolla,2014,Sedan,Leather,Petrol,1.8,169141 km,4,Automatic,Front,4,Left-hand drive,Silver,12,26,133,83,268,40,388,597,325,496,348,139,268,197,,,,,
45664654,$470 ,HYUNDAI,Sonata,2012,Sedan,Leather,Hybrid,2.4,202864 km,4,Automatic,Front,4,Left-hand drive,Blue,0,91,88,531,264,239,303,309,506,474,401,283,493,257,,,,,
45803013,"$19,309 ",HYUNDAI,Santa FE,2010,Jeep,Leather,Diesel,2.2,185987 km,4,Automatic,Front,4,Left-hand drive,White,4,50,276,335,97,271,269,252,486,21,155,202,32,236,,,,,
45749568,$30 ,HONDA,FIT,2005,Hatchback,Fabric,Petrol,1.3,0 km,4,Automatic,Front,4,Right-hand drive,Silver,4,140,221,206,388,254,236,33,300,421,229,197,260,147,,,,,
45763150,$94 ,HONDA,Insight,2012,Hatchback,Leather,Hybrid,1.3,0 km,4,Automatic,Front,4,Left-hand drive,Silver,0,134,222,58,109,122,24,285,688,48,222,158,550,437,,,,,
44061557,"$15,000 ",HONDA,Shuttle,2015,Hatchback,Fabric,Hybrid,1.5,42000 km,4,Automatic,Front,4,Right-hand drive,White,6,115,220,515,320,263,328,556,566,413,340,41,46,383,,,,,
45768354,$706 ,TOYOTA,Prius,2010,Jeep,Leather,Hybrid,1.8,221760 km,4,Automatic,Front,4,Left-hand drive,Blue,12,21,221,545,22,120,236,57,178,318,353,284,50,70,,,,,
45792647,"$17,249 ",HYUNDAI,Sonata,2011,Sedan,Leather,Hybrid,2.4,51600 km,4,Tiptronic,Front,4,Left-hand drive,Red,8,126,182,546,59,183,177,74,571,387,162,129,173,102,,,,,
45797136,"$16,358 ",HYUNDAI,Genesis,2009,Coupe,Leather,Petrol,2,125350 km,4,Automatic,Front,4,Left-hand drive,Grey,4,66,70,510,340,294,384,196,531,252,243,274,106,34,,,,,
45636893,"$17,249 ",TOYOTA,Yaris iA,2015,Sedan,Fabric,Petrol,1.5,78400 km,4,Tiptronic,Front,4,Left-hand drive,Black,12,49,1,587,365,106,212,517,729,29,133,249,331,250,,,,,
45722256,"$95,651 ",BMW,X5,2014,Jeep,Leather,Diesel,3.0 Turbo,93000 km,6,Tiptronic,4x4,4,Left-hand drive,White,0,47,260,295,170,280,351,154,126,339,210,129,165,207,,,,,
45788474,"$20,385 ",TOYOTA,Prius C,2015,Hatchback,Fabric,Hybrid,1.5,144000 km,4,Automatic,Front,4,Left-hand drive,Black,10,147,192,598,358,389,255,494,8,13,340,297,128,193,,,,,
45760785,"$14,740 ",AUDI,Q5,2011,Jeep,Fabric,Petrol,3.2,174000 km,6,Tiptronic,4x4,4,Left-hand drive,Black,0,98,266,427,153,1,285,185,519,243,288,289,27,193,,,,,
45763345,$470 ,HYUNDAI,Tucson,2015,Jeep,Leather,Petrol,2,106442 km,4,Automatic,Front,4,Left-hand drive,White,0,121,268,213,326,311,289,535,640,261,348,153,338,297,,,,,
45769630,"$11,917 ",HONDA,FIT,2011,Hatchback,Fabric,Petrol,1.3,115000 km,4,Automatic,Front,4,Right-hand drive,Silver,4,11,83,23,20,191,124,303,510,228,132,55,455,409,,,,,
45487601,"$23,521 ",TOYOTA,Prius,2013,Sedan,Fabric,Hybrid,1.8,115000 km,4,Variator,Front,4,Left-hand drive,Sky blue,12,97,134,349,210,384,32,657,740,26,261,31,487,417,,,,,
45787874,$80 ,HYUNDAI,Sonata,2012,Sedan,Fabric,Hybrid,2.4,67000 km,4,Tiptronic,Front,4,Left-hand drive,White,12,105,183,542,201,362,107,425,452,475,401,256,152,338,,,,,
45798367,"$81,539 ",MERCEDES-BENZ,GL 550,2013,Jeep,Leather,Petrol,4.7 Turbo,130000 km,8,Tiptronic,4x4,4,Left-hand drive,Black,12,149,88,230,349,331,195,546,223,258,475,121,578,253,,,,,
45649897,"$20,071 ",MERCEDES-BENZ,GLE 350,2016,Jeep,Leather,Petrol,3,62938 km,6,Automatic,4x4,4,Left-hand drive,Black,12,111,287,319,311,323,218,678,366,43,2,253,28,90,,,,,
45802944,"$12,083 ",HYUNDAI,Santa FE,2010,Jeep,Leather,Diesel,2.2,68558 km,4,Automatic,Front,4,Left-hand drive,Black,4,121,288,325,271,19,11,222,235,480,177,170,550,138,,,,,
45809953,"$4,980 ",NISSAN,March,2013,Hatchback,Leather,Petrol,1.2,107135 km,4,Automatic,Front,4,Left-hand drive,Black,4,103,273,247,292,78,95,408,101,437,64,60,116,78,,,,,
45762075,"$8,624 ",HONDA,FIT,2006,Hatchback,Fabric,Petrol,1.3,111111 km,4,Variator,4x4,4,Right-hand drive,Black,0,150,109,230,387,53,368,489,108,393,473,101,235,392,,,,,
45770711,"$6,272 ",BMW,320 I,1995,Sedan,Fabric,Petrol,2,354000 km,6,Manual,Rear,4,Left-hand drive,Blue,2,65,74,417,241,319,32,62,733,31,152,286,152,296,,,,,
45811267,"$7,997 ",TOYOTA,RAV 4,2016,Jeep,Leather,Petrol,2.5,95762 km,4,Automatic,4x4,4,Left-hand drive,Black,12,26,119,151,197,44,85,395,431,231,122,90,506,105,,,,,
44650379,"$23,521 ",MERCEDES-BENZ,CLS 350,2007,Sedan,Leather,Petrol,3.5,127000 km,8,Tiptronic,Rear,4,Left-hand drive,Silver,8,128,276,548,52,213,76,432,746,228,366,187,5,396,,,,,
45324361,$30 ,TOYOTA,Prius,2015,Hatchback,Leather,Hybrid,1.8,1000 km,4,Automatic,Front,4,Left-hand drive,White,12,111,262,32,130,201,266,630,408,86,378,137,545,446,,,,,
45715379,"$15,367 ",HYUNDAI,Sonata,2015,Sedan,Leather,Petrol,2.4,170000 km,4,Tiptronic,Front,4,Left-hand drive,Brown,10,140,55,491,147,49,393,297,581,418,12,8,418,194,,,,,
45768361,"$15,210 ",HYUNDAI,Elantra,2020,Sedan,Leather,Petrol,2,25038 km,4,Automatic,Front,4,Left-hand drive,Grey,12,99,226,588,389,379,146,73,160,345,83,24,297,194,,,,,
45792313,"$6,586 ",HONDA,FIT,2004,Hatchback,Fabric,LPG,1.3,245000 km,4,Variator,Front,4,Right-hand drive,Silver,2,105,240,296,298,68,116,470,622,67,419,247,205,115,,,,,
45696053,"$50,178 ",BMW,X6,2010,Jeep,Leather,Petrol,3.5 Turbo,165000 km,6,Tiptronic,4x4,4,Left-hand drive,Black,8,33,70,67,342,316,171,211,655,66,258,19,516,340,,,,,
45691887,"$11,290 ",TOYOTA,Prius,2007,Hatchback,Fabric,Hybrid,1.5,212000 km,4,Variator,Front,4,Left-hand drive,Red,8,141,143,422,161,303,157,193,68,83,133,23,4,226,,,,,
45797424,"$8,643 ",HYUNDAI,Elantra,2007,Sedan,Leather,Diesel,1.6,120455 km,4,Automatic,Front,4,Left-hand drive,Silver,4,71,159,479,389,181,217,220,483,293,434,207,517,15,,,,,
45666999,"$11,133 ",TOYOTA,Aqua G,2014,Hatchback,Fabric,Hybrid,1.5,104200 km,4,Tiptronic,Front,4,Right-hand drive,Purple,4,122,229,573,331,225,100,455,26,331,14,187,148,6,,,,,
45815276,$706 ,MERCEDES-BENZ,ML 350,2013,Jeep,Leather,Petrol,3.5,127416 km,6,Automatic,4x4,4,Left-hand drive,White,12,51,70,432,47,30,152,127,507,8,362,79,332,287,,,,,
45661085,$157 ,MERCEDES-BENZ,ML 350,2012,Jeep,Leather,Diesel,3,145227 km,6,Automatic,4x4,4,Left-hand drive,Grey,12,142,27,490,302,309,42,179,662,424,118,246,86,55,,,,,
45816584,"$10,976 ",TOYOTA,Prius,2007,Sedan,Fabric,Hybrid,1.5,230000 km,8,Automatic,Front,4,Left-hand drive,White,8,101,240,511,97,80,99,696,182,488,317,164,562,11,,,,,
45813530,$627 ,TOYOTA,Prius,2010,Hatchback,Leather,Hybrid,1.8,238469 km,4,Automatic,Front,4,Left-hand drive,Red,0,54,105,13,281,26,225,641,608,266,482,190,544,119,,,,,
45641734,"$9,722 ",TOYOTA,Camry,2018,Sedan,Leather,Hybrid,2.5,127515 km,4,Automatic,Front,4,Left-hand drive,Black,12,146,60,68,146,59,152,396,625,231,371,25,147,163,,,,,
45789389,"$47,042 ",MERCEDES-BENZ,ML 350,2013,Jeep,Leather,Petrol,3.5,85862 km,6,Tiptronic,4x4,4,Left-hand drive,Grey,12,137,22,333,8,313,243,388,11,340,196,32,9,74,,,,,
45757562,"$2,038 ",TOYOTA,RAV 4,2016,Jeep,Leather,Petrol,2.5,0 km,4,Automatic,4x4,4,Left-hand drive,Red,12,15,89,54,219,389,368,306,544,46,242,174,94,200,,,,,
35464629,"$7,840 ",HONDA,FIT,2012,Hatchback,Fabric,Petrol,1.3,108000 km,4,Automatic,Front,4,Right-hand drive,Blue,6,134,208,176,105,76,37,459,44,42,80,200,51,308,,,,,
45774296,"$10,000 ",NISSAN,Note,2012,Hatchback,Fabric,Petrol,1.2,29000 km,3,Variator,Front,4,Left-hand drive,White,2,32,283,526,322,44,274,665,379,256,61,203,463,268,,,,,
45804781,"$40,556 ",HYUNDAI,Tucson,2014,Jeep,Leather,Diesel,2,75584 km,4,Automatic,Front,4,Left-hand drive,Grey,4,73,180,562,274,322,286,674,588,376,474,295,189,326,,,,,
45809568,"$28,015 ",HONDA,FIT,2017,Hatchback,Leather,Petrol,1.3,85000 km,4,Automatic,Front,4,Left-hand drive,Black,4,5,12,584,93,18,166,683,676,73,37,14,536,308,,,,,
45162636,"$17,249 ",HYUNDAI,Sonata,2012,Sedan,Fabric,Hybrid,2.4,69805 km,4,Tiptronic,Front,4,Left-hand drive,Black,12,82,154,327,392,284,125,358,768,337,106,58,332,39,,,,,
45796771,"$19,369 ",HYUNDAI,H1,2012,Universal,Leather,Diesel,2.5,205425 km,4,Automatic,Front,4,Left-hand drive,Yellow,4,120,157,319,37,61,230,400,752,288,101,160,538,172,,,,,
45720490,"$7,840 ",BMW,320,1998,Universal,Leather,LPG,2,0 km,6,Automatic,Rear,4,Left-hand drive,Silver,4,70,221,107,332,73,4,46,457,56,154,123,163,43,,,,,
45803254,"$10,349 ",HYUNDAI,Sonata,2014,Sedan,Leather,LPG,2,571919 km,4,Automatic,Front,4,Left-hand drive,White,4,21,293,126,21,291,267,83,305,265,154,33,358,64,,,,,
45805526,"$19,000 ",HYUNDAI,Elantra,2013,Hatchback,Leather,Petrol,1.8,96500 km,4,Tiptronic,Front,4,Left-hand drive,Grey,6,139,114,310,70,134,330,393,414,109,474,236,545,196,,,,,
45815397,$282 ,TOYOTA,Prius,2011,Hatchback,Leather,Hybrid,1.8,230939 km,4,Automatic,Front,4,Left-hand drive,Blue,12,92,38,595,104,104,366,151,598,448,386,188,299,286,,,,,
42962815,"$79,971 ",MERCEDES-BENZ,GLE 350,2016,Jeep,Leather,Petrol,2.0 Turbo,29500 km,4,Tiptronic,4x4,4,Left-hand drive,Grey,12,22,158,326,149,77,346,424,602,275,481,66,590,387,,,,,
45797035,"$9,408 ",HYUNDAI,Genesis,2010,Sedan,Leather,LPG,2,133225 km,4,Automatic,Front,4,Left-hand drive,Black,4,143,240,117,147,291,341,365,346,173,29,167,554,242,,,,,
45551019,"$15,681 ",MERCEDES-BENZ,300,2010,Sedan,Leather,Petrol,3,166400 km,6,Automatic,Rear,4,Left-hand drive,Black,8,43,227,70,15,86,297,66,770,174,428,134,291,200,,,,,
45809099,"$10,976 ",TOYOTA,Yaris,2007,Hatchback,Fabric,Petrol,1.5,230400 km,4,Automatic,Front,2,Left-hand drive,Grey,4,132,172,124,353,31,196,76,168,227,128,130,18,387,,,,,
45802189,"$34,673 ",HYUNDAI,H1,2014,Minivan,Leather,Diesel,2.5,117466 km,4,Automatic,Front,4,Left-hand drive,Grey,4,123,101,600,53,156,157,244,662,153,370,134,238,240,,,,,
45442441,"$22,580 ",HYUNDAI,Sonata,2014,Sedan,Leather,Hybrid,2.4,95296 km,6,Tiptronic,Rear,4,Left-hand drive,White,10,117,272,146,89,342,247,110,215,56,428,293,355,311,,,,,
45650365,$314 ,TOYOTA,Highlander,2008,Jeep,Leather,Hybrid,3.3,0 km,6,Automatic,4x4,4,Left-hand drive,Silver,12,149,55,444,43,169,292,270,550,332,483,118,194,291,,,,,
45803254,"$10,349 ",HYUNDAI,Sonata,2014,Sedan,Leather,LPG,2,571919 km,4,Automatic,Front,4,Left-hand drive,White,4,20,53,465,316,77,117,630,508,420,298,161,392,168,,,,,
45799553,$40 ,HONDA,FIT,2003,Hatchback,Fabric,Petrol,1.5,209000 km,4,Tiptronic,4x4,4,Right-hand drive,White,0,92,296,564,354,350,158,615,551,152,95,113,167,122,,,,,
45782087,"$15,681 ",BMW,545,2003,Sedan,Leather,LPG,4.4,250000 km,8,Tiptronic,Rear,4,Left-hand drive,Black,12,133,5,350,383,249,376,349,664,481,413,280,559,300,,,,,
45573325,"$10,036 ",TOYOTA,Prius,2007,Hatchback,Fabric,Hybrid,1.5,77777 km,4,Automatic,Front,4,Left-hand drive,Red,6,77,115,440,161,299,310,252,25,299,218,25,326,13,,,,,
45798733,"$23,834 ",BMW,X5,2009,Jeep,Leather,Petrol,3.5,1000 km,6,Tiptronic,4x4,4,Left-hand drive,Silver,10,79,90,52,21,88,156,639,327,495,144,296,113,170,,,,,
45510457,"$22,894 ",HYUNDAI,Sonata,2012,Sedan,Leather,Hybrid,2.4,88300 km,6,Automatic,Front,4,Left-hand drive,Grey,6,4,85,119,86,374,139,113,294,94,221,127,386,62,,,,,
45794246,"$4,704 ",MERCEDES-BENZ,E 200,1996,Sedan,Fabric,CNG,2,777777 km,4,Manual,Rear,4,Left-hand drive,Silver,4,70,190,505,190,323,109,292,202,413,321,92,552,429,,,,,
45804832,"$37,633 ",AUDI,Q7 sport,2011,Jeep,Leather,Diesel,3,65000 km,6,Tiptronic,4x4,4,Left-hand drive,White,12,16,130,92,33,133,342,67,43,393,453,229,191,175,,,,,
45806004,"$34,500 ",MERCEDES-BENZ,S 550,2013,Sedan,Leather,Petrol,4.7 Turbo,106000 km,8,Automatic,4x4,4,Left-hand drive,Black,12,24,88,283,381,45,381,520,455,140,104,135,314,1,,,,,
45792067,"$17,876 ",HYUNDAI,Tucson,2019,Sedan,Leather,Petrol,2,31200 km,4,Automatic,4x4,4,Left-hand drive,Blue,12,28,272,561,209,95,124,204,186,391,280,123,319,133,,,,,
45774862,"$12,858 ",MERCEDES-BENZ,ML 350,2003,Jeep,Leather,Petrol,3.5,273363 km,6,Tiptronic,4x4,4,Left-hand drive,Grey,9,134,274,586,176,306,343,206,667,379,79,127,529,6,,,,,
45797342,"$27,755 ",HYUNDAI,Genesis,2010,Coupe,Leather,Petrol,2,108981 km,4,Automatic,Front,4,Left-hand drive,Yellow,4,92,202,180,191,395,9,149,385,235,353,113,318,45,,,,,
45642788,"$5,488 ",TOYOTA,Camry,2014,Sedan,Leather,Hybrid,2.5,109798 km,4,Automatic,Front,4,Left-hand drive,White,12,54,165,387,380,141,58,557,123,137,30,13,43,294,,,,,
45561855,"$10,036 ",TOYOTA,Aqua,2012,Hatchback,Fabric,Hybrid,1.5,141000 km,4,Automatic,Front,4,Right-hand drive,Silver,4,78,255,58,48,225,244,35,20,258,196,168,19,128,,,,,
45797168,"$16,756 ",HYUNDAI,Genesis,2010,Coupe,Leather,Petrol,2,191263 km,4,Automatic,Front,4,Left-hand drive,White,4,64,273,242,38,151,45,99,723,74,162,135,276,396,,,,,
45645685,$706 ,TOYOTA,Camry,2014,Sedan,Leather,Hybrid,2.5,115312 km,4,Automatic,Front,4,Left-hand drive,Grey,12,22,91,406,341,397,371,286,708,100,485,157,309,326,,,,,
45767018,"$1,568 ",HONDA,FIT,2013,Hatchback,Leather,Petrol,1.5,118232 km,4,Automatic,Front,4,Left-hand drive,Silver,12,113,151,414,28,328,164,320,219,278,240,234,126,246,,,,,
45504433,"$16,621 ",HONDA,Insight,2012,Hatchback,Fabric,Petrol,1.3,172800 km,4,Variator,Front,4,Left-hand drive,Black,8,125,220,574,331,177,93,345,348,84,267,158,285,365,,,,,
45814792,$314 ,MERCEDES-BENZ,E 350,2014,Sedan,Leather,Petrol,3.5,149486 km,6,Automatic,4x4,4,Left-hand drive,Silver,12,90,8,409,32,88,127,663,593,129,207,164,99,349,,,,,
45804539,"$22,063 ",HYUNDAI,Tucson,2010,Jeep,Leather,Diesel,2,216751 km,4,Automatic,Front,4,Left-hand drive,Silver,4,5,69,114,211,307,176,557,786,154,425,45,201,321,,,,,
45647144,"$15,053 ",HONDA,Elysion,2011,Minivan,Leather,Petrol,2.4,132000 km,4,Automatic,Front,5,Right-hand drive,White,2,89,134,298,130,362,179,307,63,263,5,264,44,73,,,,,
45683762,"$24,775 ",TOYOTA,Camry sport se,2012,Sedan,Leather,Petrol,2.5,100000 km,4,Tiptronic,Front,4,Left-hand drive,Silver,12,70,138,586,252,133,329,357,69,23,346,263,491,321,,,,,
45720776,"$12,544 ",TOYOTA,Prius,2005,Sedan,Fabric,Hybrid,1.5,205000 km,4,Variator,Front,4,Left-hand drive,Silver,8,1,94,485,390,45,35,56,41,395,330,60,457,252,,,,,
45760082,"$34,494 ",MERCEDES-BENZ,ML 280,2009,Jeep,Leather,Diesel,3.0 Turbo,158000 km,6,Tiptronic,4x4,4,Left-hand drive,Black,8,49,254,310,39,19,323,107,696,125,412,83,462,322,,,,,
45790261,"$13,172 ",BMW,X5,2003,Jeep,Leather,Petrol,3,1000 km,6,Tiptronic,4x4,4,Left-hand drive,Grey,6,139,3,593,326,303,270,664,360,62,81,59,290,229,,,,,
45809900,"$18,422 ",TOYOTA,Aqua,2012,Hatchback,Leather,Petrol,1.5,107000 km,4,Automatic,Front,4,Left-hand drive,Blue,4,53,246,103,326,374,264,88,589,443,231,105,237,301,,,,,
45815334,"$18,817 ",MERCEDES-BENZ,E 200,2008,Sedan,Leather,Diesel,2.2 Turbo,0 km,4,Automatic,Rear,4,Left-hand drive,White,4,64,275,374,363,180,234,413,539,277,328,290,510,192,,,,,
45788376,"$18,503 ",TOYOTA,Prius,2010,Hatchback,Fabric,Hybrid,1.8,240000 km,4,Automatic,Front,4,Left-hand drive,White,7,146,106,465,144,284,261,670,368,492,399,182,336,3,,,,,
45774373,"$10,036 ",HONDA,Cr-v,2016,Jeep,Leather,Petrol,2.4,88968 km,4,Automatic,4x4,4,Left-hand drive,Black,12,106,120,94,339,325,236,205,665,70,143,208,8,39,,,,,
45525921,"$18,503 ",TOYOTA,Prius,2012,Sedan,Leather,Hybrid,1.8,89000 km,4,Variator,Front,4,Left-hand drive,Black,10,33,241,300,338,67,375,200,498,300,463,229,494,215,,,,,
45649142,"$3,450 ",TOYOTA,Camry,2019,Sedan,Leather,Hybrid,2.5,9626 km,4,Automatic,Front,4,Left-hand drive,Black,12,58,253,348,325,337,141,388,573,165,468,124,251,357,,,,,
45809072,"$15,273 ",TOYOTA,Aqua,2017,Hatchback,Leather,Hybrid,1.5,86658 km,4,Automatic,Front,4,Left-hand drive,White,4,73,136,138,99,339,73,125,466,14,457,213,414,186,,,,,
45811235,"$18,189 ",TOYOTA,RAV 4,2017,Jeep,Leather,Petrol,2.5,55362 km,4,Automatic,4x4,4,Left-hand drive,Blue,12,146,116,409,112,227,119,175,753,478,347,19,121,323,,,,,
45780976,"$18,817 ",TOYOTA,Prius,2012,Hatchback,Fabric,Petrol,1.8,230400 km,4,Automatic,Front,4,Left-hand drive,Silver,8,99,297,437,292,193,85,358,275,441,253,107,235,79,,,,,
45733183,"$10,663 ",HYUNDAI,Sonata,2015,Sedan,Leather,LPG,2,306922 km,4,Automatic,Front,4,Left-hand drive,Silver,4,112,6,563,385,301,145,314,112,39,330,70,433,157,,,,,
45803338,"$11,604 ",HYUNDAI,Sonata,2014,Sedan,Leather,LPG,2,402881 km,4,Automatic,Front,4,Left-hand drive,Silver,4,113,228,173,184,321,70,196,19,108,92,216,600,401,,,,,
45772499,$125 ,TOYOTA,Highlander,2008,Sedan,Leather,Hybrid,3.3,287274 km,6,Automatic,4x4,4,Left-hand drive,White,12,89,66,261,77,216,54,692,626,268,485,196,555,228,,,,,
45816296,"$2,979 ",BMW,X5,2011,Jeep,Leather,Petrol,3,0 km,6,Automatic,4x4,4,Left-hand drive,Black,12,137,128,376,316,354,69,529,236,23,315,75,182,11,,,,,
45653494,$706 ,HONDA,Insight,2011,Hatchback,Leather,Hybrid,1.3,288704 km,4,Automatic,Front,4,Left-hand drive,White,0,100,4,379,51,69,335,466,579,93,147,299,65,218,,,,,
45805473,"$11,917 ",MERCEDES-BENZ,B 170,2007,Sedan,Leather,Petrol,1.7,102000 km,4,Automatic,Front,4,Left-hand drive,Black,11,30,98,303,30,234,220,100,304,482,184,286,453,47,,,,,
45803947,"$21,103 ",HYUNDAI,Tucson,2012,Jeep,Leather,Diesel,2,119310 km,4,Automatic,Front,4,Left-hand drive,Silver,4,72,149,466,79,247,270,72,311,301,438,280,396,114,,,,,
44991441,"$254,024 ",MERCEDES-BENZ,GLE 400 A M G,2016,Jeep,Leather,Petrol,3.0 Turbo,73000 km,6,Tiptronic,4x4,4,Left-hand drive,Black,12,9,66,486,67,26,313,57,355,474,492,174,41,111,,,,,
45715348,"$17,249 ",TOYOTA,Prius C,2013,Hatchback,Fabric,Hybrid,1.5,79000 km,4,Automatic,Front,4,Left-hand drive,Grey,8,61,231,466,189,281,48,277,143,256,336,27,381,184,,,,,
45762941,"$1,254 ",AUDI,A4,2014,Sedan,Leather,Petrol,2,42395 km,4,Automatic,4x4,4,Left-hand drive,Grey,0,43,48,29,386,222,390,511,532,15,195,238,256,26,,,,,
45816284,"$13,485 ",BMW,X5,2013,Jeep,Leather,Petrol,3,168395 km,6,Automatic,4x4,4,Left-hand drive,Black,12,126,234,76,291,89,134,479,99,430,472,2,511,362,,,,,
45776401,"$26,657 ",MERCEDES-BENZ,E 550,2008,Sedan,Leather,Petrol,5.5,162000 km,8,Tiptronic,Rear,4,Left-hand drive,Black,12,31,127,249,374,309,258,394,68,395,471,128,416,22,,,,,
45795373,"$8,781 ",TOYOTA,Ist,2002,Hatchback,Fabric,Petrol,1.3,190000 km,4,Automatic,Front,4,Right-hand drive,Silver,0,77,86,322,8,262,14,164,676,320,1,174,129,272,,,,,
45769532,"$31,047 ",TOYOTA,Tacoma,2019,Sedan,Leather,Petrol,3.5,17542 km,6,Automatic,Rear,4,Left-hand drive,Silver,12,137,146,283,58,336,276,353,430,410,179,57,246,401,,,,,
45752288,"$2,587 ",NISSAN,Versa,2018,Sedan,Leather,Petrol,1.6,0 km,4,Automatic,Front,4,Left-hand drive,Grey,12,114,186,70,282,231,397,440,114,14,118,246,420,263,,,,,
45803531,"$39,201 ",TOYOTA,Highlander LIMITED,2009,Jeep,Leather,Hybrid,3.3,68609 km,4,Automatic,4x4,4,Left-hand drive,Silver,8,44,146,474,179,215,167,44,752,394,273,241,543,160,,,,,
45815831,"$8,311 ",BMW,328,2000,Coupe,Fabric,Petrol,2.8,230000 km,6,Manual,Rear,2,Left-hand drive,Blue,2,44,107,203,46,361,299,89,712,87,187,104,74,46,,,,,
45803589,"$13,172 ",HYUNDAI,Sonata,2016,Sedan,Leather,LPG,2,451634 km,4,Automatic,Front,4,Left-hand drive,Orange,4,76,81,279,284,307,81,325,726,419,258,91,404,430,,,,,
45667814,"$21,953 ",MERCEDES-BENZ,Sprinter,2006,Microbus,Fabric,Diesel,2.9 Turbo,300000 km,5,Manual,Rear,4,Left-hand drive,White,0,8,94,201,50,93,293,141,227,200,73,258,405,363,,,,,
44804181,"$7,700 ",HONDA,FIT,2012,Hatchback,Fabric,Petrol,1.3,81000 km,4,Automatic,Front,4,Right-hand drive,White,4,11,222,70,127,100,297,289,107,396,297,145,338,427,,,,,
45640930,"$25,089 ",BMW,X5,2014,Jeep,Leather,Diesel,3,141384 km,6,Automatic,4x4,4,Left-hand drive,Blue,0,67,130,106,280,165,59,63,327,71,32,111,272,269,,,,,
45732713,"$10,349 ",HYUNDAI,Sonata,2014,Sedan,Leather,LPG,2,665558 km,4,Automatic,Front,4,Left-hand drive,White,4,79,235,107,111,273,67,204,172,130,221,104,104,235,,,,,
45488229,"$27,598 ",TOYOTA,4Runner,2007,Jeep,Leather,Petrol,4.7,2200000 km,8,Automatic,4x4,5,Left-hand drive,Black,6,141,13,312,95,268,322,379,350,406,95,191,435,33,,,,,
45802580,"$43,548 ",HYUNDAI,Santa FE,2015,Jeep,Leather,Diesel,2.2,208082 km,4,Automatic,Front,4,Left-hand drive,White,4,22,253,580,193,165,261,568,107,256,427,210,509,377,,,,,
45775575,"$28,225 ",MERCEDES-BENZ,C 300,2012,Sedan,Leather,Petrol,3,160000 km,6,Tiptronic,4x4,4,Left-hand drive,Silver,16,124,119,377,211,164,117,532,551,397,235,134,564,143,,,,,
45625903,"$10,036 ",BMW,X5,2011,Jeep,Leather,Diesel,3,207694 km,6,Automatic,4x4,4,Left-hand drive,Black,0,62,165,531,303,147,255,78,149,341,171,55,434,232,,,,,
45764233,$220 ,TOYOTA,Tacoma,2013,Jeep,Leather,Petrol,4,239342 km,6,Automatic,4x4,4,Left-hand drive,Silver,12,70,149,396,377,394,9,356,425,360,447,35,70,108,,,,,
45812446,"$19,757 ",TOYOTA,Prius,2012,Sedan,Fabric,Hybrid,1.8,1360000 km,4,Automatic,Front,4,Left-hand drive,Silver,10,89,300,78,377,282,153,506,356,154,462,47,377,266,,,,,
45797596,"$29,793 ",BMW,X5,2007,Jeep,Leather,Petrol,4.8,220000 km,8,Tiptronic,4x4,4,Left-hand drive,Black,12,71,46,359,45,177,125,381,123,389,347,162,355,345,,,,,
45801984,"$16,160 ",HYUNDAI,Elantra,2012,Sedan,Leather,Petrol,1.6,68976 km,4,Automatic,Front,4,Left-hand drive,White,4,28,46,600,247,4,127,305,147,46,28,182,139,146,,,,,
45781177,"$6,899 ",NISSAN,March,2004,Hatchback,Fabric,CNG,1.2,145000 km,4,Automatic,Front,4,Right-hand drive,Red,0,9,145,506,172,199,130,680,20,490,292,253,145,90,,,,,
45801836,"$14,834 ",HYUNDAI,Elantra,2010,Sedan,Leather,Petrol,1.6,87640 km,4,Automatic,Front,4,Left-hand drive,Grey,4,53,277,489,65,125,387,262,661,34,367,272,110,313,,,,,
45814710,"$20,385 ",TOYOTA,Prius C,2014,Hatchback,Fabric,Hybrid,1.5,60000 km,4,Automatic,Front,4,Left-hand drive,Grey,12,8,172,28,160,301,317,59,49,292,388,281,164,378,,,,,
45786714,"$15,053 ",HYUNDAI,Sonata,2013,Sedan,Fabric,Petrol,2.4,240000 km,4,Tiptronic,Front,4,Left-hand drive,Black,10,16,219,244,398,238,213,92,338,422,233,267,306,164,,,,,
45733227,"$7,527 ",HYUNDAI,Sonata,2010,Sedan,Leather,LPG,2,89181 km,4,Automatic,Front,4,Left-hand drive,Silver,4,135,55,415,225,280,256,503,447,278,464,272,299,306,,,,,
45769077,"$22,580 ",MERCEDES-BENZ,E 300,2017,Sedan,Leather,Petrol,2,50930 km,4,Automatic,Rear,4,Left-hand drive,Black,12,69,20,36,150,152,40,497,171,432,319,193,61,66,,,,,
